source_doc_id,entity,entity_type,source,method,confidence,evidence
30402,"Tổ chức, cá nhân có liên quan đến việc đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán",DoiTuongApDung,content_clean,gemini,1.0,"3. Tổ chức, cá nhân có liên quan đến việc đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán."
30402,Thứ trưởng,ChucDanh,content_clean,gemini,1.0,THỨ TRƯỞNG
173460,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.95,"NGÂN HÀNG NHÀ NƯỚC
VIỆT NAM"
173460,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,0.95,Đoàn Thái Sơn
173460,"Thanh tra, giám sát ngân hàng",LinhVuc,content_clean,gemini,0.9,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;"
173460,Công ty tài chính tổng hợp,DoiTuongApDung,content_clean,gemini,0.95,1. Công ty tài chính tổng hợp.
173460,Công ty tài chính chuyên ngành,DoiTuongApDung,content_clean,gemini,0.95,2. Công ty tài chính chuyên ngành.
173460,"Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng",DoiTuongApDung,content_clean,gemini,0.95,"3. Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng."
173460,Phó Thống đốc,ChucDanh,content_clean,gemini,0.95,PHÓ THỐNG ĐỐC
173460,Ngân hàng,Nganh,content_clean,gemini,0.9,NGÂN HÀNG NHÀ NƯỚC
27257,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
27257,Trần Minh Tuấn,NguoiKy,content_clean,gemini,1.0,Trần Minh Tuấn
27257,Ngân hàng,LinhVuc,content_clean,gemini,0.9,"tổ chức tín dụng, chi nhánh ngân hàng nước ngoài"
27257,Tổ chức tín dụng,DoiTuongApDung,content_clean,gemini,1.0,1. Tổ chức tín dụng;
27257,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,gemini,1.0,2. Chi nhánh ngân hàng nước ngoài;
27257,"Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài",DoiTuongApDung,content_clean,gemini,1.0,"3. Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
27257,Phó Thống đốc,ChucDanh,content_clean,gemini,1.0,PHÓ THỐNG ĐỐC
27257,Ngân hàng,Nganh,content_clean,gemini,0.9,NGÂN HÀNG NHÀ NƯỚC
143217,Bộ Tài chính,CoQuan,content_clean,gemini,1.0,BỘ TÀI CHÍNH
143217,Đỗ Hoàng Anh Tuấn,NguoiKy,content_clean,gemini,1.0,Đỗ Hoàng Anh Tuấn
143217,các doanh nghiệp quy định tại khoản 1 Điều 10 Nghị định số 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiếm toán nội bộ,DoiTuongApDung,content_clean,gemini,1.0,Thông tư này áp dụng đối với các doanh nghiệp quy định tại khoản 1 Điều 10 Nghị định số 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiếm toán nội bộ.
143217,Các doanh nghiệp không thuộc quy định tại khoản 1 Điều này,DoiTuongApDung,content_clean,gemini,1.0,Các doanh nghiệp không thuộc quy định tại khoản 1 Điều này được khuyến khích xây dựng Quy chế kiểm toán nội bộ trên cơ sở tham chiếu mẫu Quy chế kiểm toán nội bộ ban hành kèm theo Thông tư này.
143217,Thứ trưởng,ChucDanh,content_clean,gemini,1.0,THỨ TRƯỞNG
168859,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.95,"NGÂN HÀNG NHÀ NƯỚC
VIỆT NAM"
168859,Đào Minh Tú,NguoiKy,content_clean,gemini,1.0,Đào Minh Tú
168859,"Thanh tra, giám sát ngân hàng",LinhVuc,content_clean,gemini,0.9,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;"
168859,Quỹ tín dụng nhân dân,DoiTuongApDung,content_clean,gemini,1.0,1. Quỹ tín dụng nhân dân.
168859,Ngân hàng hợp tác xã,DoiTuongApDung,content_clean,gemini,1.0,2. Ngân hàng hợp tác xã.
168859,"Tổ chức, cá nhân có liên quan đến quản trị, điều hành, tổ chức và hoạt động của quỹ tín dụng nhân dân",DoiTuongApDung,content_clean,gemini,1.0,"3. Tổ chức, cá nhân có liên quan đến quản trị, điều hành, tổ chức và hoạt động của quỹ tín dụng nhân dân."
168859,Phó Thống đốc,ChucDanh,content_clean,gemini,1.0,PHÓ THỐNG ĐỐC
168859,Ngân hàng,Nganh,content_clean,gemini,0.9,NGÂN HÀNG NHÀ NƯỚC
150974,Bộ Tài chính,CoQuan,content_clean,gemini,1.0,BỘ TÀI CHÍNH
150974,Tạ Anh Tuấn,NguoiKy,content_clean,gemini,1.0,Tạ Anh Tuấn
150974,Kiểm toán nội bộ,LinhVuc,content_clean,gemini,0.9,Ban hành chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp kiểm toán nội bộ
150974,các doanh nghiệp,DoiTuongApDung,content_clean,gemini,1.0,"áp dụng đối với các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập quy định tại Điều 8, Điều 9, Điều 10 Nghị định số 05/2019/NĐ-CP"
150974,cơ quan nhà nước,DoiTuongApDung,content_clean,gemini,1.0,"áp dụng đối với các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập quy định tại Điều 8, Điều 9, Điều 10 Nghị định số 05/2019/NĐ-CP"
150974,đơn vị sự nghiệp công lập,DoiTuongApDung,content_clean,gemini,1.0,"áp dụng đối với các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập quy định tại Điều 8, Điều 9, Điều 10 Nghị định số 05/2019/NĐ-CP"
150974,các tổ chức cá nhân có liên quan trong hoạt động kiểm toán nội bộ của các đơn vị này,DoiTuongApDung,content_clean,gemini,1.0,và các tổ chức cá nhân có liên quan trong hoạt động kiểm toán nội bộ của các đơn vị này
150974,Thứ trưởng,ChucDanh,content_clean,gemini,1.0,THỨ TRƯỞNG
150974,Tài chính,Nganh,content_clean,gemini,0.9,Website Chính phủ và Website Bộ Tài chính
164719,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,1.0,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
164719,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,1.0,Đoàn Thái Sơn
164719,"Thanh tra, giám sát ngân hàng",LinhVuc,content_clean,gemini,1.0,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;"
164719,Ngân hàng Nhà nước,DoiTuongApDung,content_clean,gemini,1.0,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước, ngân hàng, chi nhánh ngân hàng nước ngoài chịu trách nhiệm tổ chức thực hiện Thông tư này."
164719,Ngân hàng,DoiTuongApDung,content_clean,gemini,1.0,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước, ngân hàng, chi nhánh ngân hàng nước ngoài chịu trách nhiệm tổ chức thực hiện Thông tư này."
164719,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,gemini,1.0,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước, ngân hàng, chi nhánh ngân hàng nước ngoài chịu trách nhiệm tổ chức thực hiện Thông tư này."
164719,Phó Thống đốc,ChucDanh,content_clean,gemini,1.0,PHÓ THỐNG ĐỐC
164719,Ngân hàng,Nganh,content_clean,gemini,1.0,"quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài"
173695,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,1.0,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
173695,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,1.0,Đoàn Thái Sơn
173695,"Thanh tra, giám sát ngân hàng",LinhVuc,content_clean,gemini,0.9,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;"
173695,Ngân hàng thương mại,DoiTuongApDung,content_clean,gemini,1.0,1. Ngân hàng thương mại.
173695,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,gemini,1.0,2. Chi nhánh ngân hàng nước ngoài.
173695,"Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng",DoiTuongApDung,content_clean,gemini,1.0,"3. Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn phòng đại diện nước ngoài)."
173695,"Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài",DoiTuongApDung,content_clean,gemini,1.0,"4. Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài."
173695,Phó Thống đốc,ChucDanh,content_clean,gemini,1.0,PHÓ THỐNG ĐỐC
173695,Ngân hàng,Nganh,content_clean,gemini,0.9,"ngân hàng thương mại, chi nhánh ngân hàng nước ngoài , văn phòng đại diện nước ngoài"
186482,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.95,Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư
186482,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,1.0,PHÓ THỐNG ĐỐC (Đã ký) Đoàn Thái Sơn
186482,"Quản lý, giám sát ngân hàng",LinhVuc,content_clean,gemini,0.9,"trong lĩnh vực quản lý, giám sát ngân hàng  liên quan đến cắt giảm điều kiện kinh doanh, đơn giản hóa thủ tục hành chính"
186482,Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam,DoiTuongApDung,content_clean,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam chịu trách nhiệm thực hiện Thông tư này."
186482,Tổ chức tín dụng,DoiTuongApDung,content_clean,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam chịu trách nhiệm thực hiện Thông tư này."
186482,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam chịu trách nhiệm thực hiện Thông tư này."
186482,Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam,DoiTuongApDung,content_clean,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, Công ty quản lý tài sản của các tổ chức tín dụng Việt Nam chịu trách nhiệm thực hiện Thông tư này."
186482,Phó Thống đốc,ChucDanh,content_clean,gemini,1.0,PHÓ THỐNG ĐỐC (Đã ký) Đoàn Thái Sơn
186482,Ngân hàng,Nganh,content_clean,gemini,0.9,Thống đốc Ngân hàng Nhà nước Việt Nam
112924,Bộ Tài chính,CoQuan,content_clean,gemini,1.0,BỘ TÀI CHÍNH
112924,Trần Xuân Hà,NguoiKy,content_clean,gemini,1.0,Trần Xuân Hà
112924,tổ chức kinh doanh chứng khoán,DoiTuongApDung,content_clean,gemini,1.0,"Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm và các cơ quan, tổ chức, cá nhân có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài."
112924,quỹ đầu tư chứng khoán,DoiTuongApDung,content_clean,gemini,1.0,"Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm và các cơ quan, tổ chức, cá nhân có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài."
112924,công ty đầu tư chứng khoán,DoiTuongApDung,content_clean,gemini,1.0,"Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm và các cơ quan, tổ chức, cá nhân có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài."
112924,doanh nghiệp kinh doanh bảo hiểm,DoiTuongApDung,content_clean,gemini,1.0,"Thông tư này áp dụng đối với tổ chức kinh doanh chứng khoán, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, doanh nghiệp kinh doanh bảo hiểm và các cơ quan, tổ chức, cá nhân có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài."
112924,Thứ trưởng,ChucDanh,content_clean,gemini,1.0,THỨ TRƯỞNG
112924,Tài chính,Nganh,content_clean,gemini,1.0,BỘ TÀI CHÍNH
174218,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,1.0,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
174218,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,1.0,Đoàn Thái Sơn
174218,"Thanh tra, giám sát ngân hàng",LinhVuc,content_clean,gemini,1.0,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;"
174218,Ngân hàng thương mại,DoiTuongApDung,content_clean,gemini,1.0,a) Ngân hàng thương mại;
174218,Tổ chức tín dụng phi ngân hàng,DoiTuongApDung,content_clean,gemini,1.0,b) Tổ chức tín dụng phi ngân hàng bao gồm công ty tài chính tổng hợp và công ty tài chính chuyên ngành.
174218,"Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức tín dụng",DoiTuongApDung,content_clean,gemini,1.0,"2. Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức tín dụng."
174218,Phó Thống đốc,ChucDanh,content_clean,gemini,1.0,PHÓ THỐNG ĐỐC
174218,Ngân hàng,Nganh,content_clean,gemini,1.0,"Quy định điều kiện, hồ sơ, thủ tục chấp thuận việc tổ chức lại ngân hàng thương mại, tổ chức tín dụng phi ngân hàng"
186888,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
186888,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,0.95,Đoàn Thái Sơn
186888,Cục An toàn hệ thống các tổ chức tín dụng,LinhVuc,content_clean,gemini,0.9,Theo đề nghị của Cục trưởng Cục An toàn hệ thống các tổ chức tín dụng;
186888,Tổ chức tín dụng là hợp tác xã,DoiTuongApDung,content_clean,gemini,0.95,"Tổ chức tín dụng là hợp tác xã bao gồm ngân hàng hợp tác xã, quỹ tín dụng nhân dân."
186888,Tổ chức tài chính vi mô,DoiTuongApDung,content_clean,gemini,0.95,Tổ chức tài chính vi mô.
186888,"Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ của tổ chức tín dụng",DoiTuongApDung,content_clean,gemini,0.95,"Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ của tổ chức tín dụng."
186888,Phó Thống đốc,ChucDanh,content_clean,gemini,0.95,PHÓ THỐNG ĐỐC
186888,Ngân hàng,Nganh,content_clean,gemini,0.9,NGÂN HÀNG NHÀ NƯỚC
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,1.0,"PHÓ THỐNG ĐỐC
Đoàn Thái Sơn"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,Ngân hàng thương mại,DoiTuongApDung,content_clean,gemini,1.0,1. Ngân hàng thương mại.
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,gemini,1.0,2. Chi nhánh ngân hàng nước ngoài.
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,Văn phòng đại diện nước ngoài,DoiTuongApDung,content_clean,gemini,1.0,"3. Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn phòng đại diện nước ngoài)."
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,"Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài",DoiTuongApDung,content_clean,gemini,1.0,"4. Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài."
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,Phó Thống đốc,ChucDanh,content_clean,gemini,1.0,PHÓ THỐNG ĐỐC
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,Ngân hàng,Nganh,content_clean,gemini,0.9,"Thống đốc Ngân hàng Nhà nước Việt Nam phân cấp thực hiện thủ tục hành chính trong lĩnh vực thông tin tín dụng và sửa đổi, bổ sung một số điều của các Thông tư liên quan đến cắt giảm, đơn giản hóa, phân cấp thực hiện thủ tục hành chính trong lĩnh vực thành lập và hoạt động ngân hàng"
185630,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
185630,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,1.0,Đoàn Thái Sơn
185630,"Lao động, tiền lương, tiền công",LinhVuc,content_clean,gemini,0.8,"Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư sửa đổi, bổ sung một số điều của một số Thông tư về quỹ tín dụng nhân dân."
185630,Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam,DoiTuongApDung,content_clean,gemini,1.0,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, ngân hàng hợp tác xã, quỹ tín dụng nhân dân có trách nhiệm tổ chức thực hiện Thông tư này./."
185630,Ngân hàng hợp tác xã,DoiTuongApDung,content_clean,gemini,1.0,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, ngân hàng hợp tác xã, quỹ tín dụng nhân dân có trách nhiệm tổ chức thực hiện Thông tư này./."
185630,Quỹ tín dụng nhân dân,DoiTuongApDung,content_clean,gemini,1.0,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, ngân hàng hợp tác xã, quỹ tín dụng nhân dân có trách nhiệm tổ chức thực hiện Thông tư này./."
185630,Phó Thống đốc,ChucDanh,content_clean,gemini,1.0,PHÓ THỐNG ĐỐC
185630,Lao động - Thương binh và Xã hội,Nganh,content_clean,gemini,0.8,"Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư sửa đổi, bổ sung một số điều của một số Thông tư về quỹ tín dụng nhân dân."
117310,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,1.0,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
117310,Nguyễn Đồng Tiến,NguoiKy,content_clean,gemini,1.0,Nguyễn Đồng Tiến
117310,"Thanh tra, giám sát ngân hàng",LinhVuc,content_clean,gemini,0.9,"Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;"
117310,Ngân hàng,DoiTuongApDung,content_clean,gemini,1.0,"a) Ngân hàng: Ngân hàng thương mại nhà nước, ngân hàng thương mại cổ phần, ngân hàng liên doanh, ngân hàng 100% vốn nước ngoài;"
117310,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,gemini,1.0,b) Chi nhánh ngân hàng nước ngoài.
117310,Phó Thống đốc,ChucDanh,content_clean,gemini,1.0,PHÓ THỐNG ĐỐC
117310,Ngân hàng,Nganh,content_clean,gemini,1.0,"Quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài"
166269,Quốc hội,CoQuan,content_clean,gemini,1.0,QUỐC HỘI
166269,Vương Đình Huệ,NguoiKy,content_clean,gemini,1.0,Vương Đình Huệ
166269,"Tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã",DoiTuongApDung,content_clean,gemini,1.0,"1. Tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã."
166269,"Thành viên của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã",DoiTuongApDung,content_clean,gemini,1.0,"2. Thành viên của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã."
166269,"Cơ quan, tổ chức, cá nhân có liên quan đến thành lập, tổ chức quản lý, tổ chức lại, giải thể, phá sản và hoạt động có liên quan của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã",DoiTuongApDung,content_clean,gemini,1.0,"3. Cơ quan, tổ chức, cá nhân có liên quan đến thành lập, tổ chức quản lý, tổ chức lại, giải thể, phá sản và hoạt động có liên quan của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã."
166269,Chủ tịch Quốc hội,ChucDanh,content_clean,gemini,1.0,CHỦ TỊCH QUỐC HỘI
177271,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,1.0,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
177271,Đoàn Thái Sơn,NguoiKy,content_clean,gemini,1.0,Đoàn Thái Sơn
177271,Cục An toàn hệ thống các tổ chức tín dụng,LinhVuc,content_clean,gemini,1.0,Theo đề nghị của Cục trưởng Cục An toàn hệ thống các tổ chức tín dụng
177271,Quỹ tín dụng nhân dân,DoiTuongApDung,content_clean,gemini,1.0,1. Quỹ tín dụng nhân dân.
177271,"Tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân, cấp bản sao Giấy phép từ sổ gốc",DoiTuongApDung,content_clean,gemini,1.0,"2. Tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân, cấp bản sao Giấy phép từ sổ gốc."
177271,Phó Thống đốc,ChucDanh,content_clean,gemini,1.0,PHÓ THỐNG ĐỐC
177271,Ngân hàng,Nganh,content_clean,gemini,0.9,"Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư quy định về cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân."
44209,Ngân hàng Nhà nước Việt Nam,CoQuan,content_clean,gemini,0.95,NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
44209,Đào Minh Tú,NguoiKy,content_clean,gemini,1.0,Đào Minh Tú
44209,Phát hành và kho quỹ,LinhVuc,content_clean,gemini,0.9,Theo đề nghị của Cục trưởng Cục Phát hành và Kho quỹ;
44209,Ngân hàng Nhà nước Việt Nam,DoiTuongApDung,content_clean,gemini,1.0,1. Ngân hàng Nhà nước Việt Nam (sau đây gọi tắt là Ngân hàng Nhà nước).
44209,Tổ chức tín dụng,DoiTuongApDung,content_clean,gemini,1.0,"2. Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
44209,Chi nhánh ngân hàng nước ngoài,DoiTuongApDung,content_clean,gemini,1.0,"2. Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
44209,"Khách hàng trong quan hệ giao dịch tiền mặt, tài sản quý, giấy tờ có giá",DoiTuongApDung,content_clean,gemini,1.0,"3. Khách hàng trong quan hệ giao dịch tiền mặt, tài sản quý, giấy tờ có giá với Ngân hàng Nhà nước, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
44209,Phó Thống đốc,ChucDanh,content_clean,gemini,1.0,PHÓ THỐNG ĐỐC
44209,Ngân hàng,Nganh,content_clean,gemini,0.95,trong ngành Ngân hàng;
25692,Quốc hội,CoQuan,content_clean,gemini,1.0,Quốc hội ban hành Luật Ngân hàng Nhà nước Việt Nam.
25692,Nguyễn Phú Trọng,NguoiKy,content_clean,gemini,1.0,Nguyễn Phú Trọng
25692,Tiền tệ và ngân hàng,LinhVuc,content_clean,gemini,0.9,Luật này quy định về tổ chức và hoạt động của Ngân hàng Nhà nước Việt Nam.
25692,Ngân hàng Nhà nước Việt Nam,DoiTuongApDung,content_clean,gemini,1.0,Luật này quy định về tổ chức và hoạt động của Ngân hàng Nhà nước Việt Nam.
25692,"Bộ, cơ quan ngang bộ, Uỷ ban nhân dân các cấp",DoiTuongApDung,content_clean,gemini,1.0,"Bộ, cơ quan ngang bộ, Uỷ ban nhân dân các cấp trong phạm vi nhiệm vụ, quyền hạn của mình phối hợp với Ngân hàng Nhà nước trong việc quản lý nhà nước về tiền tệ và ngân hàng."
25692,Tổ chức tín dụng,DoiTuongApDung,content_clean,gemini,0.9,bảo đảm an toàn hoạt động ngân hàng và hệ thống các tổ chức tín dụng
25692,Chủ tịch Quốc hội,ChucDanh,content_clean,gemini,1.0,Chủ tịch Quốc hội
25692,Ngân hàng,Nganh,content_clean,gemini,0.9,Xây dựng chiến lược phát triển ngành ngân hàng trình cơ quan nhà nước có thẩm quyền phê duyệt và tổ chức thực hiện.
